"option_left"	"option_right"	"pic_left"	"pic_right"	"reward_stim_1"	"reward_stim_2"	"comp_number"	"trial_type"	"free_choice"	"forced_left"	"forced_right"	"with_rating"	"rt_fix_durat"	"with_block_break"	"with_new_instr"	"task_version"	"block_n"	"is_rare"	"bad_forced"
1	2	"stimuli/s2.png"	"stimuli/s6.png"	45	78	1	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	76	56	1	"forced"	0	1	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	86	70	1	"forced"	0	1	0	0	0	0	0	2	3	0	1
3	2	"stimuli/s5.png"	"stimuli/s6.png"	90	74	2	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	88	78	3	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	55	79	2	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	83	57	3	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	57	74	4	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	82	52	5	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	69	50	2	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	54	66	3	"forced"	0	0	1	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	81	48	6	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	84	42	4	"forced"	0	0	1	1	0.5	0	0	2	3	1	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	41	87	7	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	31	91	5	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	44	82	6	"choice"	1	0	0	0	0	0	0	2	3	1	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	49	71	4	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	62	38	5	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	74	53	6	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	51	68	8	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	40	93	9	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	73	47	7	"forced"	0	1	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	72	82	7	"forced"	0	0	1	0	0	0	0	2	3	0	1
2	3	"stimuli/s6.png"	"stimuli/s5.png"	70	77	8	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	57	78	10	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	70	69	9	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	71	45	8	"choice"	1	0	0	0	0.5	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	45	63	9	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	35	76	10	"choice"	1	0	0	0	0	0	0	2	3	1	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	80	58	11	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	85	44	10	"forced"	0	1	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	49	80	12	"forced"	0	1	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	52	70	11	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	81	80	11	"forced"	0	1	0	0	0	0	0	2	3	0	1
2	1	"stimuli/s6.png"	"stimuli/s2.png"	70	46	12	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	77	79	12	"forced"	0	1	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	47	83	13	"forced"	0	0	1	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	76	41	13	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	45	41	14	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	30	47	15	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	70	39	16	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	43	71	17	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	43	67	18	"forced"	0	1	0	0	0	0	0	2	3	0	1
2	3	"stimuli/s6.png"	"stimuli/s5.png"	82	74	13	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	39	91	14	"forced"	0	1	0	1	0.5	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	47	71	19	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	80	78	14	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	68	95	15	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	55	69	20	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	64	60	21	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	38	80	16	"choice"	1	0	0	0	0	0	0	2	3	1	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	74	72	17	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	51	83	15	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	74	49	22	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	36	86	16	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	50	82	17	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	82	75	18	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	58	87	18	"choice"	1	0	0	0	0.5	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	68	86	19	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	85	63	20	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	46	84	19	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	84	68	21	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	85	42	20	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	54	36	23	"forced"	0	0	1	1	0	0	0	2	3	1	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	81	48	21	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	39	70	24	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	59	81	22	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	35	69	25	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	82	50	22	"forced"	0	1	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	86	49	23	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	76	46	26	"choice"	1	0	0	1	0.5	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	78	55	24	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	81	46	25	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	55	37	27	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	77	42	28	"forced"	0	0	1	0	0	0	0	2	3	0	1
1	3	"stimuli/s2.png"	"stimuli/s5.png"	52	77	26	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	33	42	29	"choice"	1	0	0	0	0	0	0	2	3	1	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	52	83	27	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	81	88	23	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	65	85	24	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	90	74	25	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	79	50	30	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	45	79	31	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	79	78	26	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s6.png"	"stimuli/s2.png"	79	54	32	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	53	76	33	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	82	40	28	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	75	56	29	"forced"	0	0	1	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	59	85	30	"choice"	1	0	0	1	0.5	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	80	44	31	"forced"	0	0	1	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	89	73	27	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	47	74	34	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	41	77	35	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	80	66	28	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s5.png"	"stimuli/s2.png"	83	53	32	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s2.png"	"stimuli/s5.png"	43	75	33	"forced"	0	0	1	0	0	0	0	2	3	0	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	70	80	29	"forced"	0	1	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s5.png"	"stimuli/s6.png"	78	78	30	"forced"	0	0	1	0	0	0	0	2	3	0	0
1	2	"stimuli/s2.png"	"stimuli/s6.png"	38	39	36	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	38	81	31	"choice"	1	0	0	1	0.5	0	0	2	3	1	0
2	3	"stimuli/s6.png"	"stimuli/s5.png"	73	78	32	"choice"	1	0	0	0	0	0	0	2	3	0	0
